"β"	"beta"
"門番"	"gatekeeper"
"門限"	"curfew"
"門限"	"lockup"
"閃き"	"flair"
"閃き"	"flash"
"閃き"	"insight"
"閃く"	"flash"
"閃く"	"flicker"
"閃く"	"glitter"
"閃く"	"undulate"
"閃く"	"wave"
"閃光"	"flash"
"閃光"	"glint"
"閃光" "電球"	"flash" "bulb"
"閉ざす"	"close"
"閉ざす"	"fasten"
"閉ざす"	"lock"
"閉ざす"	"plunge"
"閉ざす"	"shut"
"閉じこめる"	"imprison"
"閉じこめる"	"lock" "up"
"閉じこめる"	"shut" "up"
"閉じこもる"	"seclude" "oneself"
"閉じる"	"close"
"閉じる"	"shut"
"閉じ込める"	"imprison"
"閉じ込める"	"lock" "up"
"閉じ込める"	"shut" "up"
"閉じ込もる"	"seclude" "oneself"
"閉まる"	"become" "sober"
"閉まる"	"become" "tense"
"閉まる"	"close"
"閉まる"	"closed"
"閉まる"	"shut"
"閉まる"	"tighten"
"閉める"	"close"
"閉める"	"shut"
"閉め出す"	"bar"
"閉め出す"	"exclude"
"閉め出す"	"lock" "out"
"閉め出す"	"shut" "out"
"閉会"	"closure"
"閉口"	"annoyed"
"閉塞"	"blockage"
"閉塞"	"closure"
"閉塞" "ウィンドウ"	"closed" "window"
"閉塞" "状態"	"closed" "state"
"閉鎖"	"closure"
"閉鎖" "式"	"closed" "circuit"
"閉鎖" "的"	"closed"
"閉鎖" "的"	"exclusive"
"閉門"	"house" "confinement"
"開" "創"	"initial" "opening"
"開" "回路"	"open" "circuit"
"開" "悟"	"enlightenment"
"開" "悟"	"wisdom"
"開" "栓"	"opening"
"開" "法"	"evolution"
"開" "管"	"open" "pipe"
"開" "集合"	"open" "set"
"開" "音節"	"open" "syllable"
"開き"	"gap"
"開き"	"opening"
"開き" "口"	"aperture"
"開き直る"	"become" "serious"
"開き直る"	"turn" "upon"
"開く"	"available"
"開く"	"empty"
"開く"	"free"
"開く"	"give"
"開く"	"hold"
"開く"	"open"
"開く"	"open" "up"
"開く"	"spread" "out"
"開く"	"vacant"
"開く"	"widen"
"開けっ広げ"	"frank"
"開けっ広げ"	"open"
"開ける"	"bare"
"開ける"	"clear" "out"
"開ける"	"dawn"
"開ける"	"develop"
"開ける"	"empty"
"開ける"	"end"
"開ける"	"expose"
"開ける"	"get" "better"
"開ける"	"grow" "light"
"開ける"	"improve"
"開ける"	"make" "room"
"開ける"	"make" "space"
"開ける"	"open"
"開ける"	"progress"
"開ける"	"sensible"
"開ける"	"stretch"
"開ける"	"up-to-date"
"開け放す"	"fling" "open"
"開け放す"	"open" "wide"
"開け放つ"	"leave" "open"
"開け放つ"	"throw" "open"
"開会" "式"	"opening" "ceremony"
"開会" "日"	"opening" "day"
"開催" "中"	"in" "session"
"開催" "国"	"host" "country"
"開催" "地"	"venue"
"開催" "式"	"opening" "ceremony"
"開催" "日"	"date"
"開削"	"cutting"
"開削"	"excavation"
"開化"	"civilisation"
"開化"	"civilization"
"開化"	"enlightenment"
"開口"	"aperture"
"開口"	"broad"
"開口"	"open"
"開口"	"opening"
"開口" "数"	"numerical" "aperture"
"開口" "率"	"aperture" "ratio"
"開口" "部"	"aperture"
"開園"	"garden" "opening"
"開基"	"open" "base"
"開場"	"opening"
"開墾" "地"	"cultivated" "land"
"開始"	"beginning"
"開始"	"commencement"
"開始"	"start"
"開始" "タグ"	"beginning" "tag"
"開始" "タグ"	"opening" "tag"
"開始" "ビット"	"start" "bit"
"開始" "日"	"start" "date"
"開幕" "戦"	"opener"
"開幕" "戦"	"opening" "game"
"開店"	"opening"
"開廷"	"court" "session"
"開廷"	"trial"
"開拓"	"cultivation"
"開拓" "精神"	"frontier" "spirit"
"開拓" "者"	"pioneer"
"開拓" "者"	"settler"
"開放"	"open"
"開放"	"throw" "open"
"開放" "創"	"open" "wound"
"開港"	"open" "port"
"開発"	"development"
"開発"	"exploitation"
"開発" "キット"	"development" "kit"
"開発" "グループ"	"development" "group"
"開発" "コスト"	"development" "cost"
"開発" "ツール"	"development" "tool"
"開発" "プロセス"	"development" "process"
"開発" "中"	"under" "development"
"開発" "環境"	"development" "environment"
"開発" "者"	"developer"
"開発" "能力"	"development" "capability"
"開発" "言語"	"development" "language"
"開発" "計画"	"development" "project"
"開発" "費用"	"development" "cost"
"開発" "部"	"development" "department"
"開発元"	"developer"
"開発元"	"development" "agency"
"開眼"	"enlightenment"
"開示"	"disclosure"
"開設"	"establishment"
"開設"	"opening"
"開通"	"become" "active"
"開通"	"open"
"開通"	"opening"
"開通"	"take" "effect"
"開通"	"taking" "effect"
"開通" "式"	"formal" "opening"
"開運"	"better" "fortune"
"開門"	"opening" "gate"
"開閉" "器"	"a" "switch"
"開閉" "橋"	"drawbridge"
"開閉" "機"	"crossing" "gate"
"閑"	"day" "off"
"閑"	"free"
"閑"	"free" "time"
"閑"	"holiday"
"閑"	"leave"
"閑"	"leisure"
"閑"	"slow"
"閑"	"spare" "time"
"閑"	"time" "off"
"閑"	"vacation"
"閑" "か"	"peaceful"
"閑" "か"	"quiet"
"閑" "歳"	"kansai"
"閑" "靖"	"quiet"
"閑" "靖"	"tranquil"
"閑古鳥"	"cuckoo"
"閑職"	"leisurely" "post"
"閑談"	"idle" "talk"
"閑談"	"quiet" "conversation"
"閑静"	"quiet"
"間"	"Ken"
"間"	"among"
"間"	"because of"
"間"	"because" "of"
"間"	"between"
"間"	"break"
"間"	"distance"
"間"	"due to"
"間"	"due" "to"
"間"	"gap"
"間"	"interval"
"間"	"pause"
"間"	"period"
"間"	"relationship"
"間"	"room"
"間"	"space"
"間"	"span"
"間"	"stretch"
"間"	"time"
"間" "だるい"	"dull"
"間" "だるい"	"irritating"
"間" "だるい"	"slow"
"間" "だるい"	"sluggish"
"間" "だるい"	"tedious"
"間" "に"	"during"
"間" "に"	"while"
"間" "浦"	"maura"
"間" "者"	"spy"
"間" "釘"	"dowel"
"間がら"	"relation"
"間に合う"	"enough"
"間に合う"	"good" "enough"
"間に合わせ"	"makeshift"
"間に合わせる"	"make" "do"
"間に合わせる"	"make" "shift"
"間に合わせる"	"manage"
"間もなく"	"before" "long"
"間もなく"	"soon"
"間中"	"during"
"間仕切り"	"partition" "wall"
"間借り" "人"	"a" "lodger"
"間合い"	"interval"
"間抜け"	"idiot"
"間抜け"	"stupidity"
"間接"	"indirection"
"間接" "アドレス"	"indirect" "address"
"間接" "キス"	"indirect" "kiss"
"間接" "喫煙"	"passive" "smoking"
"間接" "照明"	"indirect" "lighting"
"間接" "発信"	"indirect" "submission"
"間接" "話法"	"indirect" "speech"
"間接" "費"	"overhead"
"間接" "選挙"	"indirect" "election"
"間接的"	"indirect"
"間接税"	"indirect" "tax"
"間断"	"interruption"
"間断"	"pause"
"間断" "なく"	"constantly"
"間断" "なく"	"continuously"
"間柄"	"relation"
"間近"	"nearby"
"間近"	"nearness"
"間近"	"proximity"
"間近"	"soon"
"間違い"	"mistake"
"間違いない"	"certain"
"間違う"	"incorrect"
"間違う"	"mistaken"
"間違え"	"mistake"
"間違える"	"confuse"
"間隔"	"interval"
"間隔"	"space"
"間隔" "文字"	"space" "character"
"間隙"	"gap"
"間隙" "比"	"void" "ratio"
"間際"	"just" "before"
"関"	"barrier"
"関"	"gate"
"関" "代"	"relative" "pronoun"
"関" "副"	"relative" "adverb"
"関" "説"	"allusion"
"関" "鍵"	"vital" "point"
"関する"	"concern"
"関わり"	"connection"
"関わり"	"relation"
"関わり合い"	"involved"
"関わり合い"	"involvement"
"関わる"	"concerned" "with"
"関わる"	"stick" "to"
"関ケ原"	"critical" "battle"
"関ケ原"	"decisive" "battle"
"関与"	"participation"
"関係"	"connection"
"関係"	"relation"
"関係" "つける"	"relate"
"関係" "代名詞"	"relative" "pronoun"
"関係" "副詞"	"relative" "adverb"
"関係" "当事者"	"party" "concerned"
"関係" "管理"	"relational" "management"
"関係" "者"	"person" "concerned"
"関係" "者"	"staff"
"関係" "詞"	"relative"
"関係" "調"	"relative" "key"
"関心"	"concern"
"関心"	"interest"
"関所"	"barrier"
"関所"	"checking" "station"
"関数"	"function"
"関数" "原型"	"function" "prototype"
"関数" "名"	"function" "name"
"関数" "呼び出し"	"function" "call"
"関数" "手続き"	"function" "procedure"
"関数" "方程式"	"functional" "equation"
"関数" "空間"	"functional" "space"
"関数" "結果"	"function" "result"
"関数" "解析"	"functional" "analysis"
"関知"	"business"
"関知"	"concern"
"関税"	"customs"
"関税"	"duty"
"関税" "同盟"	"customs" "union"
"関税" "局"	"customs" "office"
"関西"	"Kansai"
"関西" "馬"	"kansai" "horse"
"関連"	"connection"
"関連"	"relation"
"関連"	"relevance"
"関連" "付け"	"association"
"関連" "会社"	"associated" "company"
"関連" "図"	"graphic" "display"
"関連" "当事者"	"connected" "person"
"関連" "性"	"relation"
"関連" "性"	"relationship"
"関連" "性"	"relevance"
"関門"	"barrier"
"関門"	"gateway"
"関電"	"electrode"
"閣僚" "会議"	"cabinet" "meeting"
"閣議"	"cabinet" "meeting"
"閣議" "決定"	"cabinet" "decision"
"閥"	"clan"
"閥"	"clique"
"閥"	"faction"
"閨"	"bedroom"
"閨"	"inner" "room"
"閨" "事"	"sexual" "intercourse"
"閨" "房"	"bedroom"
"閨" "房"	"pillow" "talk"
"閨" "閥"	"clan"
"閲覧"	"inspection"
"閲覧"	"reading"
"閲覧室"	"inspection" "room"
"閲覧室"	"reading" "room"
"闇"	"dark"
"闇"	"darkness"
"闇"	"illegal"
"闇"	"shady"
"闇"	"the" "dark"
"闇" "々"	"easily"
"闇" "い"	"bitter"
"闇" "い"	"dark"
"闇" "い"	"depressed"
"闇" "い"	"dull"
"闇" "い"	"gloomy"
"闇" "い"	"unclear"
"闇" "い"	"unfamiliar"
"闇" "い"	"unknown"
"闇" "取り引き"	"secret" "deal"
"闇" "市場"	"black" "market"
"闇" "愚"	"dark"
"闇" "打ち"	"surprise" "attack"
"闇" "然"	"black"
"闇" "然"	"dark"
"闇" "然"	"disappointed"
"闇" "然"	"gloomy"
"闇" "然"	"unclear"
"闇" "献金"	"illegal" "donation"
"闇" "献金"	"secret" "contribution"
"闇" "給与"	"secret" "pay"
"闇" "菜"	"anna"
"闇" "金"	"illegal" "loan"
"闇" "金融"	"illegal" "loan"
"闇" "闇"	"easily"
"闇" "音"	"anne"
"闇" "黒"	"darkness"
"闇夜"	"dark" "night"
"闇市"	"black" "market"
"闇雲"	"at" "random"
"闇雲"	"blindly"
"闘い"	"battle"
"闘い"	"conflict"
"闘い"	"fight"
"闘い"	"struggle"
"闘う"	"battle"
"闘う"	"combat"
"闘う"	"fight"
"闘う"	"struggle" "against"
"闘う"	"wage" "war"
"闘争"	"conflict"
"闘士"	"boxer"
"闘士"	"champion"
"闘士"	"fighter"
"闘士"	"militant"
"闘将"	"brave" "leader"
"闘志"	"fight"
"阪"	"Han"
"阪"	"hill"
"阪"	"slope"
"防" "カビ"	"mold" "prevention"
"防" "炎"	"fire" "prevention"
"防" "黴"	"mold" "prevention"
"防ぐ"	"defend"
"防ぐ"	"prevent"
"防ぐ"	"protect"
"防備"	"defence"
"防備"	"defense"
"防壁"	"bulwark"
"防壁"	"protective" "wall"
"防弾"	"bombproof"
"防御"	"defence"
"防御"	"defense"
"防御"	"protection"
"防御"	"safeguard"
"防止"	"check"
"防止"	"prevention"
"防止" "指針"	"prevention" "guideline"
"防止" "策"	"prevention" "measure"
"防水"	"make" "watertight"
"防水"	"tarpaulin"
"防水"	"waterproof"
"防水" "加工"	"waterproof" "finish"
"防水" "布"	"waterproof" "cloth"
"防水" "扉"	"watertight" "door"
"防火"	"fire" "prevention"
"防火"	"fire" "proof"
"防火" "扉"	"fire" "door"
"防火" "訓練"	"fire" "drill"
"防災"	"disaster" "prevention"
"防犯" "カメラ"	"security" "camera"
"防空"	"air" "defence"
"防空"	"air" "defense"
"防腐"	"preservation"
"防腐剤"	"antiseptic"
"防衛"	"defence"
"防衛"	"defense"
"防衛"	"protection"
"防衛" "力"	"defense" "capability"
"防衛" "戦"	"defensive" "battle"
"防衛" "策"	"defense" "plan"
"防衛" "能力"	"defence" "capability"
"防衛" "能力"	"defense" "capability"
"防衛" "費"	"era"
"防護"	"protection"
"防護" "マスク"	"protective" "mask"
"防護" "壁"	"protective" "wall"
"防音"	"soundproof"
"防音" "室"	"soundproof" "room"
"阻む"	"check"
"阻む"	"hinder"
"阻む"	"obstruct"
"阻む"	"oppose"
"阻む"	"prevent"
"阻む"	"stop"
"阻む"	"thwart"
"阻害"	"inhibition"
"阻止"	"check"
"阻止"	"hindrance"
"阻止"	"prevention"
"阿"	"a" "shade"
"阿"	"a" "shadow"
"阿"	"corner"
"阿"	"nook"
"阿"	"recess"
"阿" "兄"	"elder" "brother"
"阿" "利"	"ari"
"阿" "努"	"ado"
"阿" "吾"	"ago"
"阿" "唯"	"ai"
"阿" "土"	"ado"
"阿" "委"	"ai"
"阿" "度"	"ado"
"阿" "李"	"ari"
"阿" "梨"	"ari"
"阿" "毛"	"age"
"阿" "為"	"ai"
"阿" "理"	"ari"
"阿" "維"	"ai"
"阿" "翁"	"father-in-law"
"阿" "翁"	"grandfather"
"阿" "衣"	"ai"
"阿" "郁"	"ai"
"阿" "里"	"ari"
"阿" "魔"	"bitch"
"阿" "魔"	"nun"
"阿呆"	"fool"
"阿呆"	"idiot"
"阿呆らしい"	"ridiculous"
"阿呆臭い"	"ridiculous"
"阿武"	"Abe"
"阿武" "瀬"	"abuse"
"阿片"	"opium"
"阿片" "中毒"	"opium" "addiction"
"阿部"	"Abe"
"降らす"	"send"
"降らす"	"shed"
"降り"	"rainfall"
"降り"	"snowfall"
"降り" "募る"	"rain" "harder"
"降りかかる"	"befall"
"降りかかる"	"fall" "onto"
"降りかかる"	"happen"
"降りる"	"alight"
"降りる"	"come" "down"
"降りる"	"descend"
"降りる"	"disembark"
"降りる"	"dismount"
"降りる"	"form"
"降りる"	"get" "off"
"降りる"	"give" "up"
"降りる"	"given"
"降りる"	"go" "down"
"降りる"	"granted"
"降りる"	"quit"
"降りる"	"retire"
"降りる"	"step" "down"
"降り積もる"	"lie" "thick"
"降り立つ"	"alight"
"降り立つ"	"get" "down"
"降る"	"come" "down"
"降る"	"descend"
"降る"	"fall"
"降る"	"go" "down"
"降る"	"inferior" "to"
"降る"	"less than"
"降る"	"less" "than"
"降る"	"pass"
"降る"	"precipitate"
"降る"	"surrender"
"降ろす"	"discharge"
"降ろす"	"drop off"
"降ろす"	"drop"
"降ろす"	"drop" "off"
"降ろす"	"fillet"
"降ろす"	"launch"
"降ろす"	"let" "off"
"降ろす"	"lower"
"降ろす"	"take" "down"
"降ろす"	"unload"
"降下"	"depression"
"降下"	"descent"
"降下"	"fall"
"降下"	"landing"
"降伏"	"submission"
"降伏"	"surrender"
"降水"	"precipitation"
"降水"	"rainfall"
"降水量"	"precipitation"
"降臨"	"advent"
"降臨"	"descent"
"降車" "口"	"exit"
"降雨"	"rain"
"降雨"	"rainfall"
"降雪"	"snow"
"降雪"	"snowfall"
"限り"	"degree"
"限り"	"extent"
"限り"	"limit"
"限り"	"scope"
"限り"	"the" "end"
"限り"	"the" "last"
"限り"	"unless"
"限り" "有る"	"finite"
"限り" "有る"	"limited"
"限り" "無い"	"endless"
"限り" "無い"	"eternal"
"限り" "無い"	"unlimited"
"限りない"	"endless"
"限りない"	"eternal"
"限りない"	"unlimited"
"限る"	"confine"
"限る"	"limit"
"限る"	"restrict"
"限定"	"limit"
"限定"	"restriction"
"限定" "子"	"qualifier"
"限定" "戦争"	"limited" "war"
"限定" "用法"	"restrictive"
"限定" "的"	"restrictive"
"限定" "詞"	"qualifier"
"限定版"	"limited" "edition"
"限度 額"	"credit" "limit"
"限度"	"limit"
"限度" "枠"	"bound"
"限度" "枠"	"limit"
"限度" "検査"	"limit" "check"
"限度" "額"	"credit" "limit"
"限界"	"bound"
"限界"	"limit"
"限界" "利潤"	"marginal" "profit"
"限界" "利益"	"marginal" "profit"
"限界" "効用"	"marginal" "utility"
"限界" "収入"	"marginal" "revenue"
"限界" "検査"	"marginal" "check"
"限界" "検査"	"marginal" "test"
"限界" "点"	"threshold"
"限界" "状況"	"critical" "situation"
"限界" "試験"	"marginal" "check"
"限界" "試験"	"marginal" "test"
"限界" "費用"	"marginal" "cost"
"院"	"emperor"
"院"	"imperial" "palace"
"院"	"institution"
"院"	"temple"
"院生"	"graduate" "student"
"院長"	"director"
"陣"	"battle" "formation"
"陣"	"camp"
"陣" "幕"	"camp" "enclosure"
"陣" "風"	"gale"
"陣" "風"	"gust"
"陣営"	"camp"
"陣地"	"position"
"陣容"	"battle" "array"
"除"	"Jo"
"除" "菌"	"bacteria" "elimination"
"除く"	"except"
"除く"	"exclude"
"除く"	"remove"
"除ける"	"avert"
"除ける"	"avoid"
"除ける"	"dislodge"
"除ける"	"remove"
"除ける"	"take" "away"
"除ける"	"ward" "off"
"除去"	"removal"
"除名"	"expulsion"
"除外"	"exception"
"除外"	"exclusion"
"除外" "例"	"exception"
"除夜"	"New Years Eve"
"除隊"	"military" "discharge"
"除雪"	"snow" "removal"
"陥る"	"cave" "in"
"陥る"	"collapse"
"陥る"	"fall"
"陥る"	"trap"
"陥れる"	"assault"
"陥落"	"fall"
"陥落"	"surrender"
"陪審"	"jury"
"陪審" "制"	"jury" "system"
"陪審" "制度"	"jury" "system"
"陪審" "裁判"	"jury" "trial"
"陰"	"back"
"陰"	"background"
"陰"	"other" "side"
"陰"	"shade"
"陰"	"shadow"
"陰"	"unseen" "location"
"陰" "に"	"privately"
"陰" "に"	"secretly"
"陰" "事"	"secret"
"陰" "圧"	"negative" "pressure"
"陰" "府"	"hell"
"陰" "樹"	"shade" "tree"
"陰" "武者"	"body" "double"
"陰" "関数"	"implicit" "function"
"陰り"	"gloom"
"陰り"	"shade"
"陰影"	"gloom"
"陰影"	"hatch"
"陰影"	"shadow"
"陰性"	"negative"
"陰性反応"	"negative" "reaction"
"陰暦"	"lunar" "calendar"
"陰極" "板"	"negative" "plate"
"陰気"	"gloom"
"陰湿"	"sly"
"陰湿"	"underhanded"
"陰湿"	"vicious"
"陰謀"	"conspiracy"
"陰謀"	"plot" "intrigue"
"陰謀" "家"	"conspirator"
"陰謀" "説"	"conspiracy" "theory"
"陰謀" "論"	"conspiracy" "theory"
"陰険"	"treacherous"
"陰険"	"tricky"
"陳"	"Chen"
"陳"	"Han"
"陳" "こびる"	"appear" "mature"
"陳" "こびる"	"look" "old"
"陳" "寿"	"chin"
"陳列"	"display"
"陳列"	"exhibition"
"陳列"	"show"
"陳列" "台"	"display" "stand"
"陳列" "台"	"exhibition" "table"
"陳列" "品"	"exhibit"
"陳列" "室"	"showroom"
"陳列" "棚"	"display" "case"
"陳列" "棟"	"exhibition" "hall"
"陳列" "棟"	"gallery"
"陳列" "窓"	"display" "window"
"陳情"	"appeal"
"陳情"	"petition"
"陳情" "団"	"lobby" "group"
"陳情" "書"	"petition"
"陳謝"	"apology"
"陳述"	"declaration"
"陳述"	"statement"
"陶"	"Sue"
"陶" "駅"	"sue" "station"
"陶冶"	"cultivation"
"陶冶"	"education"
"陶器"	"Sue"
"陶器"	"pottery"
"陶器" "商"	"china" "shop"
"陶芸"	"ceramic" "art"
"陶酔"	"intoxication"
"陸"	"good"
"陸"	"land"
"陸"	"satisfactory"
"陸"	"shore"
"陸"	"six"
"陸"	"worthy"
"陸" "々"	"barely"
"陸" "々"	"hardly"
"陸" "々"	"inadequately"
"陸" "な"	"decent"
"陸" "な"	"satisfactory"
"陸" "に"	"enough"
"陸" "に"	"sufficient"
"陸" "に"	"well"
"陸" "半球"	"land" "hemisphere"
"陸" "将"	"general"
"陸" "将"	"lieutenant general"
"陸" "将"	"lieutenant" "general"
"陸" "岸"	"land"
"陸" "岸"	"shore"
"陸" "陸"	"barely"
"陸" "陸"	"hardly"
"陸" "陸"	"inadequately"
"陸上"	"ground"
"陸上"	"land"
"陸上"	"shore"
"陸地"	"land"
"陸地" "面積"	"land" "area"
"陸揚げ"	"landing"
"陸橋"	"land" "bridge"
"陸橋"	"overhead" "bridge"
"陸橋"	"viaduct"
"陸生"	"terrestrial"
"陸続き"	"border" "on"
"陸続き"	"by" "land"
"陸軍"	"army"
"陸軍" "中将"	"lieutenant general"
"陸軍" "中将"	"lieutenant" "general"
"陸軍" "大佐"	"army" "colonel"
"陸軍" "大将"	"army" "general"
"陸軍" "大臣"	"army" "minister"
"陸連"	"athletics" "association"
"険しい"	"grim"
"険しい"	"inaccessible"
"険しい"	"precipitous"
"険しい"	"rugged"
"険しい"	"severe"
"険しい"	"steep"
"険しい"	"stern"
"険しい" "声"	"sharp" "voice"
"険しい" "山"	"steep" "mountain"
"険しい" "目"	"grim" "stare"
"険しい" "目"	"stern" "look"
"険しい" "表情"	"grim" "expression"
"険しい" "表情"	"severe" "expression"
"険しい" "表情"	"stern" "expression"
"険しい" "言葉"	"harsh" "language"
"険しい" "路"	"steep" "street"
"険しい" "顔"	"grim" "face"
"険しい" "顔つき"	"grim" "look"
"険悪"	"dangerous"
"険悪"	"gloomy"
"険悪"	"perilous"
"険悪"	"serious"
"険悪"	"stormy"
"陽"	"case"
"陽"	"day"
"陽"	"event"
"陽"	"sun"
"陽"	"sunlight"
"陽"	"sunshine"
"陽"	"the" "open"
"陽" "に"	"openly"
"陽" "に"	"publicly"
"陽" "イオン"	"cation"
"陽" "イオン"	"positive" "ion"
"陽" "射"	"sunlight"
"陽" "当たり"	"per" "day"
"陽" "当たり"	"sunny" "place"
"陽" "当り"	"per" "day"
"陽" "当り"	"sunny" "place"
"陽光"	"sunlight"
"陽光"	"sunshine"
"陽子"	"proton"
"陽子" "線"	"proton" "beam"
"陽射し"	"sunlight"
"陽性反応"	"positive" "reaction"
"陽極" "板"	"positive" "plate"
"陽気"	"cheerful"
"陽気"	"merry"
"陽気"	"season"
"陽気"	"weather"
"陽炎"	"heat" "haze"
"隅"	"corner"
"隅"	"nook"
"隅"	"recess"
"隆盛"	"prosperity"
"隈"	"a" "shade"
"隈"	"a" "shadow"
"隈"	"corner"
"隈"	"nook"
"隈"	"recess"
"隈" "なく"	"all over"
"隈" "なく"	"all" "over"
"隈" "なく"	"everywhere"
"隈" "取る"	"make up"
"隈" "取る"	"make" "up"
"隈" "取る"	"shade"
"隈取り"	"color"
"隈取り"	"colour"
"隈無く"	"all over"
"隈無く"	"all" "over"
"隈無く"	"everywhere"
"隊"	"body"
"隊"	"company"
"隊"	"corps"
"隊"	"party"
"階" "位"	"order"
"階" "位"	"rank"
"階" "差"	"difference"
"階" "調"	"gradation"
"階" "調"	"gradient"
"階" "高"	"floor" "height"
"階上"	"upstairs"
"階下"	"downstairs"
"階下"	"lower" "floor"
"階層"	"class"
"階層"	"hierarchical"
"階層"	"hierarchy"
"階層"	"layer"
"階層"	"level"
"階層"	"stratum"
"階層" "メニュー"	"hierarchical" "menu"
"階層" "化"	"classification"
"階層" "表示"	"hierarchical" "display"
"階層" "関係"	"hierarchical" "relation"
"階段"	"staircase"
"階段"	"stairway"
"階段" "耕作"	"terrace" "culture"
"階級"	"class"
"階級"	"grade"
"階級"	"rank"
"階級" "差別"	"class" "discrimination"
"階級" "性"	"class" "system"
"階級" "意識"	"class" "consciousness"
"階級" "政党"	"class" "party"
"階級" "社会"	"hierarchical" "society"
"階級" "闘争"	"class" "struggle"
"随一"	"best"
"随一"	"first"
"随一"	"greatest"
"随分"	"considerably"
"随分"	"extremely"
"随分"	"surprisingly"
